Date,Asset,Platform,WellID,GrossProduction_boepd,NetProduction_boepd,Gas_mscfd,Oil_bopd,Uptime_pct,Status
2025-12-28,Tuna,Tuna-FPSO,T-01,226.1,113.0,916.7,68.0,98.7,Online
2025-05-18,Tuna,Tuna-FPSO,T-02,292.3,146.2,1115.6,100.0,95.7,Online
2025-02-28,Block A,Bravo,B-02,1744.3,500.1,6600.9,606.2,92.8,Online
2025-04-07,Block A,Bravo,B-02,1922.6,551.2,7848.8,569.4,94.1,Online
2025-10-13,Block A,Alpha,A-01,1960.2,562.0,7837.4,608.9,95.3,Online
2025-07-19,Block A,Alpha,A-02,1888.6,541.5,8140.4,485.1,99.4,Online
2025-06-19,Block A,Alpha,A-02,580.9,166.5,2442.4,159.8,22.6,Online
2025-08-24,Block A,Bravo,B-01,2096.3,601.0,7976.3,721.1,92.1,Online
2025-08-27,Block A,Alpha,A-03,1796.8,515.1,6871.8,612.0,94.4,Online
2025-12-17,Block A,Bravo,B-03,1730.9,496.2,6715.5,573.0,99.6,Online
2025-11-22,Block A,Bravo,B-02,1659.5,475.8,6902.4,469.4,99.7,Online
2025-02-08,Tuna,Tuna-FPSO,T-03,229.8,114.9,915.5,72.0,98.4,Online
2025-06-27,Block A,Bravo,B-03,1952.5,559.8,8039.8,566.3,92.1,Online
2025-10-31,Block A,Alpha,A-01,1911.6,548.1,7620.5,597.7,93.3,Online
2025-03-27,Block A,Alpha,A-01,1597.0,457.9,6480.4,479.7,93.7,Online
2025-11-07,Tuna,Tuna-FPSO,T-01,253.4,126.7,962.8,87.4,93.7,Online
2025-11-06,Block A,Alpha,A-02,1658.3,475.4,6875.9,472.8,99.3,Online
2025-05-29,Tuna,Tuna-FPSO,T-02,267.3,133.7,1117.8,74.6,98.0,Online
2025-03-06,Block A,Bravo,B-03,1763.0,505.5,7189.0,523.5,92.1,Online
2025-03-28,Tuna,Tuna-FPSO,T-03,264.8,132.4,1101.2,74.9,94.7,Online
2025-09-24,Block A,Bravo,B-01,2212.3,634.3,9545.8,566.5,95.1,Online
2025-11-29,Tuna,Tuna-FPSO,T-01,229.9,115.0,946.6,66.7,94.3,Online
2025-09-01,Block A,Bravo,B-02,1953.6,560.1,7396.8,678.3,95.7,Online
2025-12-11,Block A,Alpha,A-03,1734.1,497.2,7013.5,524.9,92.2,Online
2025-10-31,Tuna,Tuna-FPSO,T-01,230.7,115.3,941.7,68.3,99.7,Online
2025-02-14,Block A,Alpha,A-02,1769.6,507.3,6902.2,579.6,99.8,Online
2025-04-28,Tuna,Tuna-FPSO,T-01,253.7,126.8,959.8,88.2,93.7,Online
2025-11-20,Block A,Alpha,A-02,1834.6,526.0,7348.1,567.7,93.5,Online
2025-12-14,Block A,Alpha,A-03,1909.5,547.5,7826.3,560.1,97.6,Online
2025-12-25,Tuna,Tuna-FPSO,T-02,238.7,119.3,965.8,72.2,94.2,Online
2025-07-27,Tuna,Tuna-FPSO,T-03,300.9,150.4,1205.3,93.1,94.5,Online
2025-03-02,Tuna,Tuna-FPSO,T-02,240.8,120.4,1025.1,64.1,95.9,Online
2025-11-16,Tuna,Tuna-FPSO,T-03,244.6,122.3,1039.1,65.5,97.2,Online
2025-11-20,Block A,Alpha,A-03,1812.4,519.6,7613.6,499.7,99.0,Online
2025-04-12,Block A,Alpha,A-02,2025.7,580.8,8523.9,556.1,95.3,Online
2025-07-26,Block A,Alpha,A-01,2249.3,644.9,9388.9,630.5,93.5,Online
2025-05-26,Tuna,Tuna-FPSO,T-03,290.5,145.2,1170.2,88.7,94.4,Online
2025-09-02,Tuna,Tuna-FPSO,T-03,299.9,149.9,1271.3,80.7,97.9,Online
2025-12-19,Block A,Alpha,A-02,1654.3,474.3,7038.1,440.8,94.5,Online
2025-04-15,Block A,Bravo,B-01,2082.8,597.1,8668.6,588.2,97.3,Online
2025-02-16,Block A,Bravo,B-01,1731.3,496.4,7386.7,457.7,99.2,Online
2025-02-07,Block A,Alpha,A-02,1797.4,515.3,7220.4,552.5,97.5,Online
2025-04-14,Block A,Bravo,B-02,2026.7,581.1,7672.8,703.8,92.9,Online
2025-10-19,Block A,Alpha,A-02,1884.2,540.2,8056.4,495.2,99.3,Online
2025-04-29,Block A,Alpha,A-02,1850.5,530.5,7823.4,501.6,96.9,Online
2025-03-24,Block A,Alpha,A-03,1925.6,552.1,7911.3,561.6,99.6,Online
2025-10-08,Block A,Alpha,A-02,1795.1,514.7,7197.4,554.2,94.7,Online
2025-04-28,Block A,Alpha,A-02,1899.0,544.4,7813.3,551.9,92.2,Online
2025-07-31,Block A,Alpha,A-03,2194.8,629.2,8827.3,672.9,94.3,Online
2025-04-25,Block A,Alpha,A-03,1809.8,518.9,7244.5,560.8,94.7,Online
2025-03-04,Tuna,Tuna-FPSO,T-03,239.2,119.6,1003.4,66.2,97.8,Online
2025-09-16,Block A,Alpha,A-01,2097.6,601.4,8712.3,595.5,99.0,Online
2025-05-19,Block A,Bravo,B-02,1904.8,546.1,7243.0,656.0,98.3,Online
2025-07-03,Tuna,Tuna-FPSO,T-01,253.0,126.5,1091.2,64.9,94.4,Online
2025-07-21,Block A,Alpha,A-01,1910.9,547.9,7957.0,539.0,98.4,Online
2025-12-18,Tuna,Tuna-FPSO,T-02,270.8,135.4,1034.3,92.5,98.7,Online
2025-02-24,Block A,Alpha,A-02,2018.8,578.8,8167.6,610.6,92.4,Online
2025-12-09,Block A,Bravo,B-02,1735.2,497.5,7092.3,512.4,94.0,Online
2025-07-25,Block A,Bravo,B-02,1860.0,533.3,7910.4,496.1,99.7,Online
2025-06-18,Block A,Alpha,A-02,671.6,192.5,2862.5,178.1,31.9,Online
2025-03-07,Block A,Alpha,A-01,1941.4,556.6,7673.2,618.4,93.1,Online
2025-04-02,Tuna,Tuna-FPSO,T-03,267.8,133.9,1029.8,90.2,96.7,Online
2025-05-25,Block A,Bravo,B-01,1986.7,569.6,7620.7,672.8,95.8,Online
2025-10-17,Block A,Alpha,A-02,2120.8,608.0,8456.8,662.7,95.6,Online
2025-09-20,Block A,Alpha,A-04,2258.2,647.4,8638.4,768.8,93.4,Online
2025-08-18,Block A,Alpha,A-03,2062.0,591.2,8528.9,591.5,98.3,Online
2025-07-17,Block A,Alpha,A-03,2069.1,593.2,8777.8,555.7,93.5,Online
2025-04-22,Block A,Alpha,A-01,2090.1,599.2,8926.7,551.0,93.7,Online
2025-07-08,Block A,Alpha,A-02,2008.7,575.9,7654.3,689.0,92.5,Online
2025-06-18,Block A,Alpha,A-04,628.4,180.2,2666.7,168.6,34.3,Online
2025-08-02,Block A,Alpha,A-03,2214.6,634.9,8445.2,758.5,96.4,Online
2025-08-24,Block A,Bravo,B-03,1976.9,566.8,8057.9,587.6,98.9,Online
2025-08-16,Block A,Bravo,B-03,2276.6,652.7,9647.0,613.3,92.8,Online
2025-02-09,Tuna,Tuna-FPSO,T-01,256.7,128.3,1101.0,66.9,98.8,Online
2025-06-02,Block A,Bravo,B-03,1987.0,569.7,8170.2,578.3,95.5,Online
2025-02-11,Block A,Bravo,B-01,1593.7,456.9,6882.0,407.2,96.0,Online
2025-12-10,Block A,Alpha,A-04,1949.0,558.8,8227.5,530.5,94.0,Online
2025-11-26,Block A,Bravo,B-01,1575.6,451.7,6728.4,415.5,98.2,Online
2025-11-24,Block A,Bravo,B-02,1737.7,498.2,7308.6,477.6,92.9,Online
2025-03-16,Block A,Alpha,A-04,1971.5,565.2,7593.4,662.3,98.0,Online
2025-08-03,Block A,Alpha,A-01,2136.9,612.6,8548.8,663.0,97.5,Online
2025-06-27,Block A,Alpha,A-02,2000.4,573.5,8194.8,587.5,94.4,Online
2025-11-03,Tuna,Tuna-FPSO,T-01,241.0,120.5,966.4,74.4,94.2,Online
2025-11-22,Block A,Alpha,A-04,1566.1,449.0,6719.3,407.6,97.3,Online
2025-08-12,Block A,Bravo,B-01,2133.1,611.6,8241.6,712.1,94.2,Online
2025-01-21,Tuna,Tuna-FPSO,T-01,260.3,130.2,1113.3,68.3,95.5,Online
2025-10-03,Block A,Bravo,B-01,1966.1,563.7,8386.3,520.2,94.0,Online
2025-03-18,Block A,Bravo,B-02,1664.5,477.2,6334.7,572.3,98.0,Online
2025-09-23,Block A,Alpha,A-03,2214.6,634.9,9207.7,627.1,95.8,Online
2025-09-02,Block A,Bravo,B-02,2200.3,630.8,8965.7,654.5,93.0,Online
2025-06-27,Block A,Alpha,A-01,2022.4,579.8,8310.8,589.5,96.1,Online
2025-10-26,Block A,Alpha,A-03,1939.1,555.9,8177.3,529.2,96.4,Online
2025-07-22,Block A,Bravo,B-01,2077.2,595.5,8305.5,645.2,93.0,Online
2025-05-07,Block A,Alpha,A-01,2047.1,586.9,8776.7,533.9,96.3,Online
2025-04-21,Tuna,Tuna-FPSO,T-03,279.5,139.8,1094.8,90.7,97.1,Online
2025-05-26,Tuna,Tuna-FPSO,T-02,270.1,135.1,1069.4,85.7,96.7,Online
2025-04-07,Block A,Alpha,A-02,1804.5,517.4,7034.8,591.6,97.9,Online
2025-04-15,Block A,Alpha,A-04,1843.4,528.5,7611.0,531.2,93.2,Online
2025-03-23,Block A,Bravo,B-03,1946.0,557.9,7909.0,582.4,98.8,Online
2025-05-20,Block A,Alpha,A-03,2146.5,615.4,8224.7,728.5,96.0,Online
2025-11-14,Block A,Alpha,A-03,1662.3,476.6,6990.5,457.0,95.4,Online
2025-07-20,Block A,Alpha,A-02,1784.4,511.6,7280.4,529.2,97.8,Online
2025-01-01,Block A,Alpha,A-04,1602.6,459.5,6645.9,456.8,96.4,Online
2025-02-27,Tuna,Tuna-FPSO,T-01,237.7,118.8,1023.0,61.3,97.5,Online
2025-08-24,Tuna,Tuna-FPSO,T-02,288.9,144.4,1125.8,94.8,94.9,Online
2025-12-05,Block A,Alpha,A-02,1860.9,533.5,7115.3,634.1,97.6,Online
2025-01-18,Tuna,Tuna-FPSO,T-01,216.8,108.4,903.9,60.9,97.6,Online
2025-08-12,Block A,Alpha,A-03,1913.6,548.6,8180.4,503.2,96.4,Online
2025-03-17,Tuna,Tuna-FPSO,T-03,224.3,112.2,901.2,68.9,94.4,Online
2025-08-17,Tuna,Tuna-FPSO,T-03,288.3,144.2,1220.9,77.8,96.6,Online
2025-09-09,Block A,Alpha,A-03,1821.2,522.1,7439.3,538.6,94.7,Online
2025-06-11,Block A,Alpha,A-03,572.5,164.1,2291.4,177.4,26.3,Online
2025-12-06,Block A,Alpha,A-02,1577.3,452.2,6729.0,417.1,98.1,Online
2025-02-25,Block A,Alpha,A-01,1680.2,481.7,6600.7,542.1,99.9,Online
2025-06-01,Block A,Alpha,A-02,1908.4,547.1,8099.0,512.0,99.1,Online
2025-03-21,Tuna,Tuna-FPSO,T-02,256.0,128.0,1007.4,82.3,95.1,Online
2025-03-30,Block A,Bravo,B-03,1594.4,457.1,6140.8,535.6,97.7,Online
2025-05-21,Tuna,Tuna-FPSO,T-03,273.8,136.9,1141.0,77.1,99.7,Online
2025-11-25,Block A,Bravo,B-01,1716.8,492.2,7059.5,499.6,95.8,Online
2025-07-19,Block A,Alpha,A-03,2247.2,644.3,9651.8,583.1,97.9,Online
2025-12-02,Block A,Bravo,B-02,1955.6,560.7,7605.0,644.4,99.1,Online
2025-01-16,Block A,Alpha,A-03,1622.9,465.3,6769.5,455.7,94.4,Online
2025-06-29,Block A,Alpha,A-02,1770.8,507.7,6742.7,608.3,94.1,Online
2025-05-24,Tuna,Tuna-FPSO,T-03,280.9,140.4,1188.4,76.0,98.3,Online
2025-03-09,Block A,Bravo,B-01,1824.0,522.9,7265.5,571.3,94.0,Online
2025-06-19,Block A,Bravo,B-03,566.8,162.5,2253.6,178.2,37.6,Online
2025-11-26,Tuna,Tuna-FPSO,T-03,217.1,108.5,838.0,72.6,98.7,Online
2025-04-17,Block A,Alpha,A-04,2047.1,586.9,8251.7,624.4,94.7,Online
2025-02-07,Block A,Alpha,A-04,1814.0,520.1,7869.9,457.1,99.6,Online
2025-08-20,Tuna,Tuna-FPSO,T-01,268.2,134.1,1130.3,73.3,94.5,Online
2025-04-04,Block A,Bravo,B-03,1827.6,524.0,7460.1,541.4,97.6,Online
2025-12-26,Block A,Alpha,A-03,1766.8,506.5,7618.6,453.2,98.0,Online
2025-09-19,Block A,Bravo,B-03,1818.6,521.4,7069.9,599.7,94.1,Online
2025-01-01,Tuna,Tuna-FPSO,T-01,254.4,127.2,1078.2,68.5,97.8,Online
2025-07-26,Block A,Bravo,B-02,1906.9,546.7,7491.2,615.3,99.0,Online
2025-01-21,Block A,Alpha,A-01,1685.8,483.3,6929.4,491.1,100.0,Online
2025-05-15,Tuna,Tuna-FPSO,T-01,275.2,137.6,1098.1,85.9,97.6,Online
2025-05-11,Block A,Bravo,B-02,1973.5,565.8,8195.7,560.4,92.7,Online
2025-09-25,Block A,Alpha,A-03,2176.2,623.9,8252.5,753.4,92.2,Online
2025-06-26,Tuna,Tuna-FPSO,T-03,271.4,135.7,1155.3,72.2,95.0,Online
2025-07-30,Block A,Alpha,A-01,1859.9,533.2,7720.2,528.8,93.8,Online
2025-06-30,Block A,Bravo,B-02,1847.3,529.6,7815.2,499.9,99.5,Online
2025-05-26,Block A,Alpha,A-04,2032.3,582.7,8246.8,610.4,99.0,Online
2025-02-26,Block A,Bravo,B-02,1826.4,523.6,7542.5,526.0,98.4,Online
2025-04-09,Tuna,Tuna-FPSO,T-02,249.2,124.6,945.7,86.1,96.6,Online
2025-01-10,Tuna,Tuna-FPSO,T-01,260.7,130.3,1119.3,67.7,96.9,Online
2025-12-02,Tuna,Tuna-FPSO,T-02,230.6,115.3,943.3,68.0,98.7,Online
2025-06-26,Tuna,Tuna-FPSO,T-02,285.7,142.8,1077.2,100.0,99.5,Online
2025-09-19,Tuna,Tuna-FPSO,T-03,253.9,127.0,959.7,88.4,96.0,Online
2025-10-01,Block A,Alpha,A-01,1987.8,569.9,7610.9,675.6,98.9,Online
2025-05-18,Block A,Bravo,B-02,2073.3,594.4,8800.0,556.1,95.9,Online
2025-07-04,Block A,Alpha,A-04,1951.6,559.5,8251.3,529.0,94.6,Online
2025-05-27,Block A,Alpha,A-01,2037.9,584.3,7885.9,678.3,94.1,Online
2025-03-01,Block A,Alpha,A-02,1799.6,515.9,6966.6,598.5,93.3,Online
2025-01-20,Block A,Alpha,A-01,1897.7,544.1,7990.8,520.0,93.6,Online
2025-07-14,Block A,Bravo,B-03,2185.1,626.5,8262.9,760.5,95.1,Online
2025-03-18,Block A,Alpha,A-04,1733.4,497.0,6720.8,574.6,99.1,Online
2025-10-29,Block A,Alpha,A-01,2082.5,597.1,8544.6,609.3,92.4,Online
2025-12-18,Block A,Alpha,A-01,1796.4,515.0,7126.9,567.6,95.1,Online
2025-07-02,Tuna,Tuna-FPSO,T-01,255.3,127.7,1079.3,69.2,92.3,Online
2025-07-25,Block A,Alpha,A-03,2009.4,576.1,8248.0,587.3,97.6,Online
2025-09-02,Tuna,Tuna-FPSO,T-01,240.1,120.0,1023.8,63.6,93.3,Online
2025-10-30,Block A,Bravo,B-02,1940.9,556.5,8101.2,544.1,93.1,Online
2025-04-09,Block A,Bravo,B-01,1798.9,515.7,6862.3,615.7,97.1,Online
2025-07-01,Block A,Bravo,B-03,1931.8,553.8,7925.1,565.4,97.1,Online
2025-04-23,Block A,Alpha,A-04,1781.7,510.8,7022.6,570.9,94.1,Online
2025-11-07,Block A,Bravo,B-01,1969.8,564.7,8052.5,581.4,98.1,Online
2025-01-24,Block A,Bravo,B-01,1955.5,560.6,8314.1,522.0,94.1,Online
2025-05-04,Block A,Alpha,A-02,1908.3,547.1,8045.0,521.2,95.6,Online
2025-03-30,Tuna,Tuna-FPSO,T-02,246.1,123.0,993.0,74.9,98.3,Online
2025-11-19,Block A,Bravo,B-01,1643.5,471.2,6758.1,478.3,93.7,Online
2025-04-27,Block A,Alpha,A-01,2072.1,594.1,7825.6,722.9,98.2,Online
2025-12-31,Block A,Alpha,A-02,1874.6,537.4,8087.7,480.2,99.4,Online
2025-06-05,Block A,Alpha,A-04,2010.0,576.3,8146.0,605.5,92.9,Online
2025-09-06,Block A,Bravo,B-03,2211.3,634.0,8355.7,770.7,97.8,Online
2025-11-14,Block A,Bravo,B-02,1712.4,490.9,7044.6,497.8,93.5,Online
2025-02-05,Tuna,Tuna-FPSO,T-03,214.1,107.0,875.0,63.2,98.5,Online
2025-08-15,Block A,Bravo,B-03,2176.7,624.1,8329.2,740.6,93.7,Online
2025-09-06,Tuna,Tuna-FPSO,T-03,266.7,133.3,1079.5,80.6,93.0,Online
2025-09-04,Block A,Alpha,A-04,1936.3,555.1,7379.4,664.0,92.6,Online
2025-09-17,Block A,Bravo,B-01,2048.1,587.2,8677.3,552.0,95.9,Online
2025-05-27,Tuna,Tuna-FPSO,T-02,283.4,141.7,1134.9,87.7,96.0,Online
2025-01-25,Tuna,Tuna-FPSO,T-02,235.3,117.7,1016.9,60.0,92.3,Online
2025-12-21,Tuna,Tuna-FPSO,T-02,-248.0,124.0,962.5,82.1,94.0,Online
2025-12-28,Block A,Alpha,A-02,1791.8,513.7,7309.6,531.5,98.9,Online
2025-02-13,Block A,Bravo,B-01,1742.2,499.5,6587.2,606.5,94.5,Online
2025-09-28,Block A,Bravo,B-01,1868.2,535.6,7066.7,649.8,98.5,Online
2025-06-10,Tuna,Tuna-FPSO,T-03,294.4,147.2,1250.7,78.8,97.6,Online
2025-10-14,Block A,Alpha,A-01,1973.9,565.9,7757.6,636.4,95.0,Online
2025-06-28,Tuna,Tuna-FPSO,T-02,243.2,121.6,1032.7,65.2,95.2,Online
2025-04-29,Block A,Alpha,A-01,1935.3,554.9,8040.9,548.9,92.3,Online
2025-11-02,Block A,Alpha,A-02,1751.2,502.1,7609.9,439.2,98.2,Online
2025-10-10,Block A,Bravo,B-01,1854.5,531.7,7786.8,511.9,97.5,Online
2025-11-20,Block A,Bravo,B-01,1976.7,566.7,8389.8,530.2,94.9,Online
2025-07-21,Block A,Alpha,A-02,2044.7,586.2,7972.0,670.2,95.2,Online
2025-06-22,Block A,Alpha,A-01,573.6,164.5,2171.8,199.2,31.9,Online
2025-06-12,Block A,Bravo,B-02,584.2,167.5,2251.9,195.9,25.2,Online
2025-01-22,Block A,Alpha,A-02,2004.9,574.8,8000.4,625.5,94.5,Online
2025-10-21,Tuna,Tuna-FPSO,T-03,276.1,138.1,1076.4,90.5,92.1,Online
2025-11-21,Block A,Alpha,A-04,1739.8,498.8,6930.4,544.9,97.2,Online
2025-09-30,Tuna,Tuna-FPSO,T-01,266.8,133.4,1049.9,85.8,95.1,Online
2025-02-03,Block A,Alpha,A-04,1755.7,503.4,7307.7,495.7,93.9,Online
2025-04-25,Tuna,Tuna-FPSO,T-01,284.1,142.1,1144.8,86.7,95.2,Online
2025-06-02,Block A,Alpha,A-01,1879.4,538.8,7184.3,640.7,98.8,Online
2025-05-10,Block A,Bravo,B-03,2042.6,585.6,8644.5,552.2,94.6,Online
2025-12-28,Block A,Alpha,A-04,1696.7,486.4,6573.5,563.3,99.0,Online
2025-12-21,Tuna,Tuna-FPSO,T-01,226.3,113.2,938.2,64.5,96.0,Online
2025-06-14,Block A,Alpha,A-03,598.3,171.5,2549.1,158.8,22.5,Online
2025-09-07,Block A,Bravo,B-02,1935.2,554.8,7524.2,637.9,93.1,Online
2025-06-25,Block A,Bravo,B-03,1978.1,567.1,7830.6,628.0,92.2,Online
2025-12-14,Tuna,Tuna-FPSO,T-01,260.4,130.2,1038.0,81.4,92.0,Online
2025-01-19,Block A,Alpha,A-04,1763.2,505.5,7245.9,513.9,97.1,Online
2025-01-08,Block A,Bravo,B-01,1610.4,461.7,6141.5,551.5,99.1,Online
2025-05-08,Block A,Alpha,A-02,1898.4,544.3,7707.6,569.5,93.5,Online
2025-06-01,Block A,Bravo,B-01,1823.0,522.7,7005.2,615.2,93.0,Online
2025-10-15,Block A,Alpha,A-01,1759.6,504.5,7052.9,543.6,95.2,Online
2025-08-16,Tuna,Tuna-FPSO,T-03,243.7,121.8,959.7,78.2,95.4,Online
2025-04-03,Block A,Alpha,A-01,1884.9,540.4,7881.9,525.9,93.2,Online
2025-05-22,Tuna,Tuna-FPSO,T-02,287.0,143.5,1106.1,96.3,99.4,Online
2025-06-02,Block A,Alpha,A-02,2275.8,652.5,9038.9,717.4,93.3,Online
2025-04-09,Block A,Alpha,A-02,2166.9,621.3,8818.6,646.5,95.0,Online
2025-08-19,Tuna,Tuna-FPSO,T-01,237.3,118.7,972.7,69.6,96.9,Online
2025-05-13,Block A,Alpha,A-01,1923.8,551.6,7969.3,549.8,95.3,Online
2025-08-14,Block A,Alpha,A-03,1975.5,566.4,7509.6,680.7,98.9,Online
2025-03-04,Block A,Bravo,B-03,1723.7,494.2,6950.2,525.4,97.1,Online
2025-07-15,Block A,Alpha,A-01,1915.5,549.2,7393.3,640.8,93.5,Online
2025-02-01,Tuna,Tuna-FPSO,T-01,230.4,115.2,927.3,70.5,96.2,Online
2025-04-30,Block A,Bravo,B-01,2073.3,594.4,8089.8,,93.9,Online
2025-12-08,Block A,Bravo,B-02,1757.3,503.8,6650.2,610.7,93.7,Online
2025-05-17,Block A,Alpha,A-04,1991.3,570.9,8000.3,611.9,99.2,Online
2025-11-03,Tuna,Tuna-FPSO,T-02,266.6,133.3,1080.6,80.3,96.8,Online
2025-06-12,Block A,Alpha,A-02,578.9,166.0,2423.7,161.0,38.4,Online
2025-07-16,Block A,Alpha,A-01,2063.2,591.5,8082.6,669.7,96.8,Online
2025-04-15,Tuna,Tuna-FPSO,T-03,270.0,135.0,1092.8,81.6,96.3,Online
2025-08-24,Block A,Alpha,A-03,1873.2,537.0,7151.9,640.1,96.5,Online
2025-08-05,Block A,Alpha,A-03,1894.6,543.2,7810.6,548.0,92.6,Online
2025-06-26,Block A,Alpha,A-03,2097.1,601.2,8233.5,677.5,99.7,Online
2025-05-11,Block A,Alpha,A-01,2030.3,582.1,8581.4,550.8,96.4,Online
2025-05-08,Block A,Alpha,A-04,2072.1,594.1,8799.9,554.9,99.5,Online
2025-07-25,Block A,Alpha,A-04,2199.4,630.6,8740.9,692.3,96.3,Online
2025-03-07,Block A,Bravo,B-03,1829.1,524.4,7932.9,461.4,99.9,Online
2025-09-08,Block A,Alpha,A-04,1977.3,566.9,7853.3,623.3,92.2,Online
2025-12-25,Block A,Alpha,A-01,1808.5,518.5,7541.5,508.2,92.8,Online
2025-07-30,Tuna,Tuna-FPSO,T-01,267.2,133.6,1131.3,72.1,97.7,Online
2025-05-20,Block A,Bravo,B-02,2127.0,609.8,8188.2,715.2,98.7,Online
2025-11-03,Block A,Alpha,A-02,1993.8,571.6,7522.1,696.9,93.9,Online
2025-10-09,Block A,Alpha,A-02,1865.8,534.9,7666.3,544.0,94.1,Online
2025-01-14,Block A,Bravo,B-02,2037.1,584.0,7807.6,691.0,92.2,Online
2025-08-14,Tuna,Tuna-FPSO,T-02,263.2,131.6,1097.4,74.0,93.3,Online
2025-12-09,Block A,Bravo,B-03,1695.1,486.0,6455.6,582.1,98.9,Online
2025-02-13,Block A,Alpha,A-01,1663.6,477.0,6729.7,503.3,99.7,Online
2025-12-31,Block A,Alpha,A-04,1687.1,483.7,7177.3,449.6,93.0,Online
2025-11-16,Tuna,Tuna-FPSO,T-02,220.1,110.0,870.6,70.0,99.9,Online
2025-12-22,Block A,Alpha,A-04,1965.1,563.4,7424.1,685.1,92.9,Online
2025-05-21,Tuna,Tuna-FPSO,T-02,273.2,136.6,1134.4,77.6,94.2,Online
2025-08-24,Block A,Alpha,A-01,1935.1,554.8,7943.9,565.5,97.3,Online
2025-03-15,Block A,Bravo,B-03,1609.0,461.3,6951.3,410.5,98.3,Online
2025-08-28,Tuna,Tuna-FPSO,T-02,286.0,143.0,1188.4,81.1,94.4,Online
2025-08-26,Block A,Bravo,B-03,1794.0,514.3,6958.3,594.3,99.2,Online
2025-09-02,Block A,Bravo,B-01,1964.1,563.1,8155.3,558.0,96.6,Online
2025-07-16,Block A,Alpha,A-03,2198.0,630.2,8793.4,681.9,96.7,Online
2025-03-12,Tuna,Tuna-FPSO,T-01,245.1,122.5,976.9,76.7,97.0,Online
2025-05-11,Block A,Alpha,A-03,2009.5,576.1,8266.0,584.3,95.7,Online
2025-09-16,Block A,Bravo,B-02,1846.2,529.3,7032.2,633.8,96.5,Online
2025-04-16,Block A,Alpha,A-04,1925.4,552.0,7871.4,568.3,93.9,Online
2025-09-07,Block A,Alpha,A-03,2223.0,637.3,9386.7,604.6,94.3,Online
2025-04-14,Block A,Bravo,B-01,2159.8,619.2,9346.6,548.3,95.7,Online
2025-07-15,Block A,Alpha,A-03,2268.7,650.4,9830.0,573.9,95.0,Online
2025-11-23,Block A,Alpha,A-03,1769.6,507.3,7680.8,445.3,98.1,Online
2025-05-13,Block A,Alpha,A-02,2106.3,603.9,8679.2,609.9,95.4,Online
2025-01-15,Block A,Alpha,A-02,1990.5,570.7,7626.0,675.7,99.7,Online
2025-05-25,Block A,Bravo,B-03,1936.5,555.2,7696.8,609.5,94.1,Online
2025-09-23,Block A,Alpha,A-01,2034.5,583.3,8363.1,592.6,98.1,Online
2025-12-04,Block A,Bravo,B-03,1726.9,495.1,7002.2,519.6,97.8,Online
2025-01-03,Block A,Bravo,B-01,1910.3,547.7,8277.8,483.1,98.9,Online
2025-08-28,Block A,Bravo,B-01,2018.8,578.8,7659.0,698.3,96.2,Online
2025-11-30,Tuna,Tuna-FPSO,T-03,249.6,124.8,1000.6,77.1,94.1,Online
2025-03-09,Tuna,Tuna-FPSO,T-01,233.6,116.8,901.0,78.3,99.4,Online
2025-07-08,Block A,Alpha,A-03,1872.2,536.8,7991.7,494.3,95.3,Online
2025-02-24,Block A,Bravo,B-03,1918.8,550.1,7603.1,607.9,98.0,Online
2025-06-07,Block A,Alpha,A-01,2058.1,590.1,8028.7,673.8,97.9,Online
2025-09-12,Block A,Bravo,B-02,2017.3,578.4,8289.4,588.1,93.1,Online
2025-04-22,Block A,Bravo,B-03,1967.2,564.0,8216.5,550.6,98.3,Online
2025-03-08,Block A,Bravo,B-02,1676.9,480.8,7001.4,469.8,97.8,Online
2025-10-24,Block A,Alpha,A-01,2130.9,610.9,8173.0,721.8,95.7,Online
2025-11-12,Tuna,Tuna-FPSO,T-01,263.9,131.9,1102.0,73.9,97.6,Online
2025-01-07,Tuna,Tuna-FPSO,T-01,220.1,110.0,934.1,59.1,94.4,Online
2025-08-09,Block A,Alpha,A-03,1918.2,549.9,7434.6,636.4,97.9,Online
2025-09-30,Tuna,Tuna-FPSO,T-02,249.6,124.8,1079.8,63.4,95.4,Online
2025-02-22,Block A,Alpha,A-03,1747.8,501.1,7422.1,468.1,99.7,Online
2025-12-05,Block A,Bravo,B-03,2057.7,589.9,7967.5,684.0,96.4,Online
2025-02-20,Block A,Bravo,B-02,1920.1,550.5,7573.7,614.3,97.7,Online
2025-10-25,Tuna,Tuna-FPSO,T-01,245.4,122.7,1005.9,72.0,92.2,Online
2025-05-15,Block A,Bravo,B-02,2025.0,580.6,8521.6,555.8,92.9,Online
2025-07-29,Block A,Bravo,B-02,2160.7,619.5,8190.2,748.6,95.7,Online
2025-06-19,Block A,Bravo,B-01,551.0,158.0,2341.9,147.2,20.6,Online
2025-09-13,Tuna,Tuna-FPSO,T-02,302.0,151.0,1153.2,103.2,99.2,Online
2025-09-04,Block A,Bravo,B-03,1980.8,567.9,8275.6,554.0,92.5,Online
2025-07-22,Block A,Alpha,A-03,2037.5,584.2,8851.7,511.3,98.1,Online
2025-12-16,Tuna,Tuna-FPSO,T-03,216.5,108.2,828.5,73.7,99.5,Online
2025-05-17,Tuna,Tuna-FPSO,T-03,289.6,144.8,1109.1,98.4,92.6,Online
